# Riot Stars main-script translation batch 001
# script_unique.txt lines 6-52 — unit / class description table
# Format:  <count>\t<japanese source message>\t<english replacement>
# The count column is optional and ignored by assemble.py.

126	ダミーぶきです　　　　	Ｔｈｉｓ　ｉｓ　ａ　ｄｕｍｍｙ　ｗｅａｐｏｎ．
84	ダミーぼうぐです　　　	Ｔｈｉｓ　ｉｓ　ａ　ｄｕｍｍｙ　ａｒｍｏｕｒ．
21	高い攻撃力を持つ素手の格闘戦士。{FFFE}ジェムタイプ：緑	Ａｎ　ｕｎａｒｍｅｄ　ｆｉｇｈｔｅｒ　ｗｉｔｈ{FFFE}ｈｉｇｈ　ａｔｔａｃｋ　ｐｏｗｅｒ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	素早さと技に優れた軽装の男剣士。{FFFE}ジェムタイプ：緑	Ａ　ｓｗｉｆｔ　ａｎｄ　ｓｋｉｌｆｕｌ　ｍａｌｅ{FFFE}ｓｗｏｒｄｓｍａｎ　ｉｎ　ｌｉｇｈｔ　ｇｅａｒ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	一撃必殺の腕を持つ剣士の昇格型。{FFFE}ジェムタイプ：赤	Ｔｈｅ　ｐｒｏｍｏｔｅｄ　ｓｗｏｒｄｓｍａｎ，{FFFE}ｗｈｏ　ｋｉｌｌｓ　ｗｉｔｈ　ｏｎｅ　ｂｌｏｗ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｒｅｄ
21	素早さと技に優れた剣の戦士。{FFFE}ジェムタイプ：サイクル	Ａ　ｓｗｏｒｄ　ｗａｒｒｉｏｒ　ｏｆ　ｇｒｅａｔ{FFFE}ｓｐｅｅｄ　ａｎｄ　ｓｋｉｌｌ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｃｙｃｌｅ
21	高い防御力を持った鎧の剣士。{FFFE}ジェムタイプ：緑	Ａｎ　ａｒｍｏｕｒｅｄ　ｓｗｏｒｄｓｍａｎ　ｏｆ{FFFE}ｈｉｇｈ　ｄｅｆｅｎｃｅ　ｐｏｗｅｒ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
21	高い攻撃力と防御力を持つ鎧剣士。{FFFE}ジェムタイプ：青	Ａｎ　ａｒｍｏｕｒｅｄ　ｓｗｏｒｄｓｍａｎ　ｏｆ{FFFE}ｈｉｇｈ　ａｔｔａｃｋ　ａｎｄ　ｄｅｆｅｎｃｅ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｂｌｕｅ
21	パワーと素早さを両立した重剣士。{FFFE}ジェムタイプ：サイクル	Ａ　ｈｅａｖｙ　ｓｗｏｒｄｓｍａｎ　ｗｉｔｈ{FFFE}ｂｏｔｈ　ｐｏｗｅｒ　ａｎｄ　ｓｐｅｅｄ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｃｙｃｌｅ
21	遠隔戦闘を得意とした弓の戦士。{FFFE}ジェムタイプ：緑	Ａ　ｂｏｗ　ｗａｒｒｉｏｒ　ｓｋｉｌｌｅｄ　ａｔ{FFFE}ｒａｎｇｅｄ　ｃｏｍｂａｔ．{FFFE}Ｇｅｍ　Ｔｙｐｅ：Ｇｒｅｅｎ
